 ,Area1,Mean1,Min1,Max1
1,108.147,34.329,0,203
2,108.147,35.145,0,197
3,108.147,35.311,0,213
4,108.147,35.418,0,217
5,108.147,34.959,0,186
6,108.147,34.598,0,174
7,108.147,34.682,0,170
8,108.147,34.618,0,214
9,108.147,33.807,0,164
10,108.147,35.345,0,199
11,108.147,33.987,0,174
12,108.147,34.768,0,188
13,108.147,34.477,0,159
14,108.147,32.905,0,200
15,108.147,35.702,1,236
16,108.147,33.054,1,200
17,108.147,33.961,0,186
18,108.147,34.312,0,231
19,108.147,35.489,0,179
20,108.147,34.816,0,168
21,108.147,33.395,2,172
22,108.147,34.266,0,196
23,108.147,33.436,0,184
24,108.147,34.550,0,189
25,108.147,34.430,0,178
26,108.147,33.929,0,227
27,108.147,32.729,0,205
28,108.147,33.371,0,207
29,108.147,34.746,0,192
30,108.147,33.952,0,162
31,108.147,33.509,0,210
32,108.147,34.129,0,177
33,108.147,34.904,0,213
34,108.147,34.320,0,168
35,108.147,34.779,0,209
36,108.147,34.732,0,162
37,108.147,34.030,0,181
38,108.147,34.643,0,187
39,108.147,33.793,0,181
40,108.147,32.864,1,189
41,108.147,33.648,0,205
42,108.147,36.354,0,199
43,108.147,33.055,0,184
44,108.147,33.007,0,197
45,108.147,34.671,0,203
46,108.147,34.646,0,255
47,108.147,34.318,0,241
48,108.147,34.121,0,203
49,108.147,33.327,0,197
50,108.147,34.302,0,178
51,108.147,34.916,0,214
52,108.147,34.304,0,183
53,108.147,34.846,0,182
54,108.147,35.077,0,214
55,108.147,33.984,0,174
56,108.147,33.182,0,172
57,108.147,34.348,0,210
58,108.147,34.213,0,187
59,108.147,35.816,0,181
60,108.147,35.568,0,218
61,108.147,34.518,0,179
62,108.147,35.345,0,204
63,108.147,33.816,0,203
64,108.147,34.936,0,216
65,108.147,36.334,0,221
66,108.147,34.700,0,165
67,108.147,35.362,0,207
68,108.147,35.959,0,231
69,108.147,33.579,0,215
70,108.147,36.730,0,198
71,108.147,34.886,0,210
72,108.147,35.039,0,191
73,108.147,35.213,0,169
74,108.147,33.418,0,185
75,108.147,35.868,0,203
76,108.147,35.291,0,185
77,108.147,35.879,0,184
78,108.147,35.579,0,252
79,108.147,36.166,0,228
80,108.147,34.289,0,194
81,108.147,34.777,0,222
82,108.147,34.591,0,198
83,108.147,35.513,0,183
84,108.147,34.845,1,193
85,108.147,34.516,0,189
86,108.147,35.382,0,176
87,108.147,35.830,0,200
88,108.147,36.052,0,199
89,108.147,35.400,0,182
90,108.147,34.900,0,199
91,108.147,36.377,0,172
92,108.147,36.034,0,207
93,108.147,37.384,0,215
94,108.147,36.580,0,214
95,108.147,34.407,0,175
96,108.147,37.429,0,184
97,108.147,36.018,0,188
98,108.147,35.973,0,196
99,108.147,36.062,0,186
100,108.147,35.357,0,182
101,108.147,34.618,0,184
102,108.147,36.196,0,189
103,108.147,34.602,0,181
104,108.147,35.554,0,203
105,108.147,35.513,0,218
106,108.147,34.713,0,216
107,108.147,34.737,0,204
108,108.147,34.964,0,197
109,108.147,35.773,0,183
110,108.147,34.600,0,190
111,108.147,35.105,0,187
112,108.147,36.180,0,180
113,108.147,35.536,0,215
114,108.147,35.555,0,200
115,108.147,35.350,0,176
116,108.147,37.098,0,231
117,108.147,36.304,0,228
118,108.147,35.984,0,207
119,108.147,35.871,0,195
120,108.147,35.564,0,161
121,108.147,36.364,0,188
122,108.147,35.198,0,204
123,108.147,36.493,0,238
124,108.147,37.043,0,244
125,108.147,35.971,0,187
126,108.147,36.305,2,163
127,108.147,35.657,0,178
128,108.147,34.866,0,186
129,108.147,34.111,0,167
130,108.147,36.729,0,174
131,108.147,36.152,0,195
132,108.147,34.618,0,174
133,108.147,34.845,0,183
134,108.147,36.404,0,202
135,108.147,35.404,0,176
136,108.147,35.950,0,219
137,108.147,36.487,0,219
138,108.147,35.802,0,234
139,108.147,36.679,0,192
140,108.147,35.823,1,182
141,108.147,35.366,0,186
142,108.147,38.375,0,191
143,108.147,35.898,0,200
144,108.147,36.605,0,235
145,108.147,35.927,1,198
146,108.147,37.511,1,193
147,108.147,36.168,0,175
148,108.147,36.571,0,173
149,108.147,37.425,0,238
150,108.147,36.861,0,204
151,108.147,35.664,0,234
152,108.147,36.991,0,237
153,108.147,35.479,0,211
154,108.147,35.832,0,210
155,108.147,36.382,0,211
156,108.147,35.487,0,218
157,108.147,34.580,0,185
158,108.147,35.320,1,162
159,108.147,36.966,0,170
160,108.147,35.920,0,225
161,108.147,35.593,0,235
162,108.147,34.793,0,196
163,108.147,35.707,0,175
164,108.147,37.168,0,254
165,108.147,35.164,0,207
166,108.147,37.471,0,238
167,108.147,37.159,0,247
168,108.147,37.154,0,198
169,108.147,34.888,0,185
170,108.147,34.316,0,181
171,108.147,33.480,0,188
172,108.147,34.466,0,177
173,108.147,34.284,0,188
174,108.147,35.162,0,201
175,108.147,35.430,0,204
176,108.147,35.600,0,201
177,108.147,34.593,0,170
178,108.147,35.198,0,196
179,108.147,36.645,0,198
180,108.147,36.470,0,179
181,108.147,37.054,0,172
182,108.147,36.395,0,192
183,108.147,36.127,1,206
184,108.147,37.982,0,211
185,108.147,36.109,0,203
186,108.147,36.975,0,190
187,108.147,35.275,0,186
188,108.147,35.757,0,232
189,108.147,35.871,0,235
190,108.147,36.791,0,209
191,108.147,36.709,0,192
192,108.147,35.027,0,190
193,108.147,35.045,0,172
194,108.147,35.791,0,197
195,108.147,35.609,0,236
196,108.147,35.362,0,193
197,108.147,37.257,0,187
198,108.147,35.698,2,214
199,108.147,35.507,0,193
200,108.147,34.389,0,183
201,108.147,35.707,0,193
202,108.147,36.246,0,202
203,108.147,35.045,0,193
204,108.147,35.409,0,194
205,108.147,36.348,0,219
206,108.147,36.121,0,177
207,108.147,37.370,0,206
208,108.147,36.020,0,169
209,108.147,37.688,0,215
210,108.147,36.936,0,198
211,108.147,36.182,0,202
212,108.147,36.904,0,205
213,108.147,36.641,1,191
214,108.147,36.252,0,179
215,108.147,36.912,0,221
216,108.147,35.900,0,174
217,108.147,35.875,0,210
218,108.147,36.625,0,205
219,108.147,35.446,0,204
220,108.147,35.895,0,217
221,108.147,37.188,0,201
222,108.147,37.221,0,201
223,108.147,36.454,0,223
224,108.147,36.668,0,219
225,108.147,36.739,0,167
226,108.147,36.282,0,179
227,108.147,36.652,0,199
228,108.147,35.904,0,232
229,108.147,35.757,0,185
230,108.147,37.270,0,188
231,108.147,37.925,0,197
232,108.147,35.036,0,222
233,108.147,34.904,0,204
234,108.147,35.086,0,168
235,108.147,36.389,0,195
236,108.147,37.902,0,179
237,108.147,37.041,0,206
238,108.147,37.941,0,228
239,108.147,37.229,0,197
240,108.147,38.246,1,196
241,108.147,38.930,0,185
242,108.147,37.748,0,255
243,108.147,38.152,0,195
244,108.147,38.182,0,209
245,108.147,37.386,0,218
246,108.147,37.789,1,226
247,108.147,37.936,0,180
248,108.147,37.736,0,184
249,108.147,37.470,0,183
250,108.147,37.473,0,200
251,108.147,37.673,0,193
252,108.147,37.561,0,208
253,108.147,38.170,0,188
254,108.147,37.323,0,167
255,108.147,37.088,0,193
256,108.147,37.446,0,196
257,108.147,37.039,1,207
258,108.147,38.421,0,215
259,108.147,37.823,0,255
260,108.147,37.245,0,183
261,108.147,37.116,0,184
262,108.147,37.405,0,191
263,108.147,38.193,0,202
264,108.147,36.336,0,194
265,108.147,36.120,0,199
266,108.147,37.391,0,197
267,108.147,36.516,0,223
268,108.147,37.720,0,199
269,108.147,37.802,1,212
270,108.147,38.143,0,213
271,108.147,36.986,0,172
272,108.147,37.275,0,209
273,108.147,39.368,0,194
274,108.147,38.259,1,184
275,108.147,37.523,0,181
276,108.147,38.213,0,227
277,108.147,36.905,1,205
278,108.147,36.745,0,171
279,108.147,36.498,0,215
280,108.147,37.052,0,239
281,108.147,39.271,0,243
282,108.147,37.129,0,173
283,108.147,36.693,1,179
284,108.147,36.889,0,194
285,108.147,37.216,0,211
286,108.147,37.618,0,191
287,108.147,37.162,0,197
288,108.147,36.777,0,199
289,108.147,37.579,0,211
290,108.147,37.941,0,233
291,108.147,36.480,0,180
292,108.147,37.345,0,219
293,108.147,36.396,0,197
294,108.147,35.659,0,193
295,108.147,38.039,0,186
296,108.147,35.505,0,205
297,108.147,36.896,0,207
298,108.147,36.704,0,207
299,108.147,37.171,0,211
300,108.147,36.720,0,201
301,108.147,36.405,0,175
302,108.147,37.300,0,196
303,108.147,36.543,0,214
304,108.147,38.127,0,196
305,108.147,38.388,0,199
306,108.147,37.855,0,178
307,108.147,37.841,0,221
308,108.147,37.925,0,182
309,108.147,37.686,0,209
310,108.147,38.654,1,231
311,108.147,38.241,0,202
312,108.147,37.652,0,214
313,108.147,38.177,0,229
314,108.147,37.966,0,176
315,108.147,37.630,0,208
316,108.147,38.138,0,194
317,108.147,37.502,0,202
318,108.147,37.766,1,222
319,108.147,37.798,0,173
320,108.147,38.202,0,224
321,108.147,35.698,0,240
322,108.147,37.420,1,169
323,108.147,37.366,0,195
324,108.147,37.150,0,192
325,108.147,35.391,0,209
326,108.147,36.382,0,222
327,108.147,36.559,0,218
328,108.147,37.618,0,191
329,108.147,37.182,1,205
330,108.147,37.080,0,248
331,108.147,36.148,0,185
332,108.147,38.039,0,206
333,108.147,37.261,0,214
334,108.147,37.354,0,192
335,108.147,37.009,0,190
336,108.147,36.550,0,186
337,108.147,36.787,0,180
338,108.147,37.486,0,211
339,108.147,38.088,0,206
340,108.147,37.277,0,240
341,108.147,36.559,0,207
342,108.147,37.796,0,200
343,108.147,37.189,0,205
344,108.147,36.743,0,204
345,108.147,37.321,0,205
346,108.147,37.030,0,212
347,108.147,37.041,0,201
348,108.147,35.959,0,197
349,108.147,36.291,0,216
350,108.147,37.420,0,197
351,108.147,36.454,0,183
352,108.147,36.095,0,196
353,108.147,36.914,0,206
354,108.147,35.029,0,185
355,108.147,37.355,0,186
356,108.147,39.320,0,233
357,108.147,37.746,0,202
358,108.147,37.791,0,206
359,108.147,38.341,0,200
360,108.147,37.884,0,198
361,108.147,36.361,0,175
362,108.147,37.816,0,209
363,108.147,36.904,0,212
364,108.147,37.537,0,191
365,108.147,37.938,1,204
366,108.147,35.914,0,169
367,108.147,37.232,0,220
368,108.147,38.100,0,185
369,108.147,38.075,0,228
370,108.147,37.227,0,182
371,108.147,37.921,0,223
372,108.147,36.730,1,227
373,108.147,37.045,0,197
374,108.147,37.814,0,215
375,108.147,36.834,1,206
376,108.147,37.679,0,199
377,108.147,37.830,0,203
378,108.147,36.220,0,195
379,108.147,37.729,0,201
380,108.147,39.093,0,207
381,108.147,38.507,0,253
382,108.147,37.909,0,224
383,108.147,39.841,0,209
384,108.147,38.064,2,213
385,108.147,38.704,0,212
386,108.147,38.664,0,197
387,108.147,38.964,0,232
388,108.147,38.882,0,205
389,108.147,37.675,0,191
390,108.147,38.520,0,215
391,108.147,38.329,0,221
392,108.147,38.825,0,240
393,108.147,38.868,0,220
394,108.147,38.589,0,215
395,108.147,39.118,0,228
396,108.147,39.061,0,204
397,108.147,37.632,0,215
398,108.147,38.629,0,255
399,108.147,37.787,0,193
400,108.147,37.516,0,177
401,108.147,37.804,1,195
402,108.147,38.357,0,210
403,108.147,36.877,0,202
404,108.147,36.495,0,181
405,108.147,37.482,1,185
406,108.147,37.559,1,195
407,108.147,38.034,0,216
408,108.147,37.514,0,230
409,108.147,38.162,0,190
410,108.147,38.530,0,190
411,108.147,40.550,1,203
412,108.147,38.804,0,208
413,108.147,38.925,0,253
414,108.147,37.380,0,231
415,108.147,39.277,0,211
416,108.147,38.173,0,211
417,108.147,37.873,0,184
418,108.147,38.257,0,201
419,108.147,37.370,0,220
420,108.147,37.425,0,201
421,108.147,37.457,0,190
422,108.147,39.339,0,223
423,108.147,38.448,0,210
424,108.147,37.138,0,200
425,108.147,38.845,0,235
426,108.147,37.836,0,205
427,108.147,38.825,0,193
428,108.147,36.287,0,186
429,108.147,38.225,0,199
430,108.147,38.664,0,180
431,108.147,39.039,0,218
432,108.147,37.638,0,191
433,108.147,38.496,0,186
434,108.147,38.171,0,202
435,108.147,38.459,0,229
436,108.147,39.177,1,207
437,108.147,38.846,0,200
438,108.147,38.596,0,176
439,108.147,39.391,0,205
440,108.147,38.466,0,210
441,108.147,36.870,0,187
442,108.147,37.548,0,194
443,108.147,38.734,0,190
444,108.147,37.932,0,222
445,108.147,40.500,0,210
446,108.147,37.968,0,234
447,108.147,40.221,0,208
448,108.147,37.516,0,219
449,108.147,37.036,0,195
450,108.147,37.529,0,191
451,108.147,39.430,0,252
452,108.147,36.864,0,206
453,108.147,38.405,0,183
454,108.147,36.793,0,201
455,108.147,39.882,0,250
456,108.147,38.130,0,241
457,108.147,39.068,0,223
458,108.147,39.329,0,211
459,108.147,39.457,0,203
460,108.147,38.605,0,177
461,108.147,37.796,1,249
462,108.147,37.414,0,194
463,108.147,38.643,0,248
464,108.147,38.771,0,195
465,108.147,39.652,0,205
466,108.147,36.857,0,180
467,108.147,38.298,0,200
468,108.147,37.868,0,197
469,108.147,38.841,0,193
470,108.147,38.809,0,228
471,108.147,39.254,0,192
472,108.147,36.875,0,189
473,108.147,37.584,0,253
474,108.147,36.720,0,169
475,108.147,35.880,0,187
476,108.147,37.255,0,192
477,108.147,36.868,0,214
478,108.147,36.698,0,194
479,108.147,36.427,0,199
480,108.147,37.620,0,210
481,108.147,36.759,0,183
482,108.147,38.086,0,205
483,108.147,37.377,0,203
484,108.147,37.829,0,196
485,108.147,37.257,0,173
486,108.147,37.982,0,170
487,108.147,36.559,0,193
488,108.147,37.125,0,161
489,108.147,38.400,0,213
490,108.147,38.037,0,196
491,108.147,38.679,0,186
492,108.147,36.263,0,174
493,108.147,36.943,1,202
494,108.147,37.702,0,202
495,108.147,38.216,0,185
496,108.147,37.286,0,217
497,108.147,36.213,0,197
498,108.147,37.180,0,186
499,108.147,36.716,0,181
500,108.147,39.211,0,195
